,mean,min,max,std,count,perc_1,perc_5,perc_10,perc_25,perc_50,perc_75,perc_90,perc_95,perc_99
0,2.767578125,3.5762786865234375e-07,22.453125,inf,68083.0,0.0007452964782714844,0.020263671875,0.1348876953125,0.71826171875,2.046875,4.140625,6.40625,7.91015625,10.875
1,2.67578125,1.1920928955078125e-07,24.984375,inf,65564.0,0.0009245872497558594,0.029052734375,0.1591796875,0.75341796875,1.9814453125,3.978515625,6.27734375,7.87109375,11.015625
2,2.544921875,-0.0,28.421875,inf,66866.0,0.0001729726791381836,0.006061553955078125,0.04754638671875,0.4677734375,1.7568359375,3.830078125,6.234375,7.8203125,10.6640625
3,3.248046875,3.5762786865234375e-07,20.828125,inf,107239.0,0.001506805419921875,0.017669677734375,0.07464599609375,0.371337890625,2.044921875,5.27734375,8.40625,10.21875,13.7578125
4,2.1171875,-0.0,33.4375,inf,73311.0,4.875659942626953e-05,0.0011730194091796875,0.007038116455078125,0.1539306640625,1.1767578125,3.17578125,5.8125,7.6015625,11.140625
5,2.740234375,7.152557373046875e-07,26.546875,inf,67739.0,0.00014293193817138672,0.01259613037109375,0.101318359375,0.62353515625,1.970703125,4.09375,6.5703125,8.296875,11.7890625
6,2.88671875,5.602836608886719e-06,20.578125,inf,70055.0,0.0002880096435546875,0.0113372802734375,0.10302734375,0.63623046875,2.01171875,4.3125,6.9296875,8.7265625,11.84375
7,2.779296875,1.6689300537109375e-06,19.515625,inf,66686.0,0.0002162456512451172,0.00879669189453125,0.0682373046875,0.556640625,1.9404296875,4.25390625,6.76171875,8.359375,11.3828125
8,2.841796875,1.1920928955078125e-06,22.328125,inf,71004.0,0.0003082752227783203,0.019561767578125,0.1285400390625,0.658203125,2.01953125,4.3125,6.875,8.515625,11.4296875
9,2.6640625,2.384185791015625e-07,20.953125,inf,70492.0,0.00028967857360839844,0.017364501953125,0.125244140625,0.634765625,1.8369140625,3.978515625,6.45703125,8.015625,10.71875
10,2.986328125,1.6689300537109375e-06,20.640625,inf,68173.0,0.0004634857177734375,0.0196075439453125,0.147216796875,0.7607421875,2.189453125,4.5703125,6.984375,8.5390625,11.5703125
11,2.71484375,4.76837158203125e-07,21.234375,inf,66049.0,0.00022029876708984375,0.0147705078125,0.11407470703125,0.66064453125,1.9375,4.03515625,6.41015625,7.98046875,10.9296875
12,2.85546875,2.384185791015625e-07,46.4375,inf,72244.0,0.0003333091735839844,0.0176544189453125,0.1187744140625,0.64111328125,1.97265625,4.3203125,6.9296875,8.71875,11.78125
13,2.552734375,1.0728836059570312e-06,20.6875,inf,69812.0,0.0001481771469116211,0.00917816162109375,0.09112548828125,0.5166015625,1.7421875,3.865234375,6.23046875,8.0,10.890625
14,3.095703125,3.5762786865234375e-07,20.5625,inf,76386.0,0.0001970529556274414,0.0173492431640625,0.139892578125,0.7333984375,2.2421875,4.734375,7.3359375,8.90625,11.828125
15,3.1875,3.5762786865234375e-07,23.578125,inf,71127.0,0.0003399848937988281,0.0177764892578125,0.149169921875,0.7841796875,2.3125,4.875,7.5234375,9.0625,11.6875
16,2.830078125,2.1457672119140625e-06,21.953125,inf,72565.0,0.0003914833068847656,0.0155487060546875,0.12481689453125,0.66796875,2.0234375,4.2265625,6.68359375,8.4375,11.671875
17,3.22265625,7.152557373046875e-07,23.046875,inf,69244.0,0.0003788471221923828,0.018463134765625,0.1278076171875,0.77392578125,2.345703125,4.91796875,7.68359375,9.3359375,12.1640625
18,2.638671875,2.0265579223632812e-06,21.5,inf,84036.0,0.0001926422119140625,0.0032558441162109375,0.032073974609375,0.38232421875,1.650390625,3.98828125,6.90234375,8.6953125,12.328125
