,mean,min,max,std,count,perc_1,perc_5,perc_10,perc_25,perc_50,perc_75,perc_90,perc_95,perc_99
0,2.787109375,9.5367431640625e-07,18.734375,inf,171412.0,0.0004143714904785156,0.0073394775390625,0.052032470703125,0.50537109375,1.8984375,4.3359375,6.8671875,8.40625,11.28125
1,2.78125,-0.0,18.09375,inf,106658.0,3.9696693420410156e-05,0.0013799667358398438,0.01519775390625,0.4189453125,2.001953125,4.51171875,7.05078125,8.7421875,11.6796875
2,2.6796875,1.1920928955078125e-06,19.140625,inf,105275.0,0.0002391338348388672,0.00984954833984375,0.07305908203125,0.55712890625,1.8779296875,4.12890625,6.44921875,7.90234375,10.640625
3,2.818359375,4.76837158203125e-07,19.5625,inf,151439.0,0.00033664703369140625,0.0088653564453125,0.061798095703125,0.5634765625,1.95703125,4.43359375,6.92578125,8.53125,11.34375
4,2.705078125,-0.0,19.28125,inf,110753.0,7.94529914855957e-05,0.0036468505859375,0.0291748046875,0.43408203125,1.765625,4.2109375,6.8515625,8.484375,11.4453125
5,2.73046875,1.7881393432617188e-06,21.359375,inf,110711.0,0.0004138946533203125,0.0096435546875,0.07086181640625,0.5625,1.9404296875,4.24609375,6.59375,8.0234375,10.875
6,2.955078125,1.0728836059570312e-06,20.484375,inf,175495.0,0.0003924369812011719,0.0093536376953125,0.05712890625,0.578125,2.060546875,4.61328125,7.16015625,8.7109375,11.6796875
7,3.0859375,1.1920928955078125e-06,20.890625,inf,96687.0,0.0002448558807373047,0.00980377197265625,0.0830078125,0.6484375,2.17578125,4.80859375,7.3828125,9.0,12.2421875
8,2.89453125,5.960464477539062e-07,24.515625,inf,84847.0,0.0004982948303222656,0.0099945068359375,0.06884765625,0.5693359375,2.041015625,4.484375,6.90625,8.4140625,11.2578125
9,2.708984375,5.960464477539062e-07,19.609375,inf,197534.0,0.0003376007080078125,0.01190185546875,0.078369140625,0.56689453125,1.87109375,4.140625,6.5625,8.109375,11.046875
10,2.56640625,5.960464477539062e-07,20.15625,inf,246843.0,0.0005650520324707031,0.007793426513671875,0.0418701171875,0.426513671875,1.7861328125,4.23828125,6.78515625,8.3359375,11.140625
11,3.240234375,4.76837158203125e-07,22.015625,inf,409347.0,0.0006489753723144531,0.01383209228515625,0.0859375,0.71240234375,2.392578125,5.0625,7.63671875,9.21875,12.109375
12,2.748046875,-0.0,22.96875,inf,142003.0,4.172325134277344e-06,0.000141143798828125,0.0031890869140625,0.364501953125,1.80078125,4.35546875,7.08984375,8.7265625,11.6015625
13,2.5625,1.1920928955078125e-07,18.984375,inf,90399.0,0.00014412403106689453,0.003185272216796875,0.0267486572265625,0.412353515625,1.669921875,3.98046875,6.48828125,8.0703125,10.7890625
14,2.599609375,-0.0,20.46875,inf,151127.0,6.377696990966797e-06,0.00023937225341796875,0.0029659271240234375,0.2861328125,1.640625,4.10546875,6.7421875,8.34375,11.28125
15,2.8671875,1.3113021850585938e-06,18.75,inf,170458.0,0.0005288124084472656,0.00921630859375,0.052642822265625,0.54296875,1.9990234375,4.546875,6.984375,8.40625,11.09375
16,3.13671875,1.6689300537109375e-06,22.0625,inf,96551.0,0.000644683837890625,0.01739501953125,0.0987548828125,0.7041015625,2.28125,4.8828125,7.4296875,9.09375,12.125
17,2.615234375,8.344650268554688e-07,21.484375,inf,69825.0,0.0002455711364746094,0.00928497314453125,0.07147216796875,0.58837890625,1.841796875,3.912109375,6.22265625,7.66796875,10.6875
18,2.564453125,-0.0,19.953125,inf,269876.0,7.021427154541016e-05,0.0016889572143554688,0.011810302734375,0.331787109375,1.611328125,4.0859375,6.69921875,8.3359375,11.2265625
19,2.80078125,1.0728836059570312e-06,20.53125,inf,168172.0,0.00018322467803955078,0.0077056884765625,0.0712890625,0.61279296875,1.9765625,4.27734375,6.77734375,8.25,11.21875
20,2.515625,-0.0,21.328125,inf,193969.0,4.673004150390625e-05,0.0012054443359375,0.00620269775390625,0.2279052734375,1.48828125,3.94140625,6.7265625,8.484375,11.9921875
21,2.56640625,4.76837158203125e-07,17.78125,inf,128083.0,0.00028705596923828125,0.00811767578125,0.06365966796875,0.5283203125,1.7998046875,3.97265625,6.2890625,7.67578125,10.2734375
22,2.765625,2.7418136596679688e-06,19.703125,inf,134008.0,0.0006108283996582031,0.00977325439453125,0.05487060546875,0.533203125,1.908203125,4.3359375,6.82421875,8.3046875,11.15625
23,2.958984375,2.5033950805664062e-06,17.765625,inf,71142.0,0.0004799365997314453,0.015716552734375,0.09405517578125,0.638671875,2.078125,4.5390625,7.1640625,8.8671875,11.5546875
24,2.505859375,-0.0,18.578125,inf,88930.0,6.198883056640625e-06,9.66787338256836e-05,0.0008840560913085938,0.17626953125,1.53125,3.953125,6.6640625,8.28125,11.234375
25,2.822265625,3.5762786865234375e-07,19.234375,inf,151552.0,0.0002982616424560547,0.00653839111328125,0.05145263671875,0.5361328125,1.990234375,4.4921875,6.91796875,8.34375,11.03125
26,3.3515625,8.344650268554688e-07,20.65625,inf,164167.0,0.000545501708984375,0.0233612060546875,0.14111328125,0.8408203125,2.51171875,5.109375,7.71875,9.28125,12.1640625
27,2.625,1.0728836059570312e-06,17.421875,inf,71722.0,0.0001800060272216797,0.0065155029296875,0.05780029296875,0.517578125,1.796875,4.015625,6.46484375,8.0,10.9375
28,2.73828125,1.1920928955078125e-07,19.328125,inf,170934.0,0.000347137451171875,0.0072784423828125,0.048095703125,0.45068359375,1.830078125,4.2578125,6.71484375,8.234375,11.0546875
29,2.814453125,1.3113021850585938e-06,18.734375,inf,140611.0,0.0004069805145263672,0.0109710693359375,0.08209228515625,0.59228515625,1.9130859375,4.37109375,6.88671875,8.453125,11.3359375
30,2.490234375,1.1920928955078125e-07,17.578125,inf,123193.0,0.0004949569702148438,0.0116424560546875,0.058563232421875,0.469482421875,1.7255859375,3.837890625,6.09375,7.4921875,10.2890625
31,2.94140625,1.5497207641601562e-06,18.96875,inf,117882.0,0.0007243156433105469,0.0118255615234375,0.0665283203125,0.58837890625,2.1015625,4.640625,7.015625,8.453125,11.140625
32,2.79296875,1.0728836059570312e-06,17.40625,inf,120792.0,0.00040078163146972656,0.00974273681640625,0.0633544921875,0.54931640625,1.99609375,4.34375,6.734375,8.2109375,11.0
33,2.8203125,1.1920928955078125e-06,21.296875,inf,211598.0,0.00099945068359375,0.0116424560546875,0.05419921875,0.48291015625,1.9287109375,4.5390625,7.08203125,8.6015625,11.359375
