,mean,min,max,std,count,perc_1,perc_5,perc_10,perc_25,perc_50,perc_75,perc_90,perc_95,perc_99
0,2.88671875,2.6226043701171875e-06,21.0,inf,68083.0,0.001171112060546875,0.0283355712890625,0.1630859375,0.79248046875,2.15625,4.328125,6.63671875,8.109375,10.890625
1,3.16015625,3.933906555175781e-06,23.21875,inf,67006.0,0.00022876262664794922,0.0055999755859375,0.078125,0.72314453125,2.283203125,4.90625,7.609375,9.171875,11.84375
2,2.90234375,1.1920928955078125e-07,21.140625,inf,65564.0,0.001552581787109375,0.04522705078125,0.21142578125,0.85791015625,2.166015625,4.30078125,6.65625,8.2890625,11.125
3,2.783203125,2.86102294921875e-06,19.3125,inf,67128.0,0.0005140304565429688,0.0311126708984375,0.177978515625,0.7587890625,2.06640625,4.16015625,6.48828125,7.8984375,10.7578125
4,3.0859375,6.079673767089844e-06,19.28125,inf,71899.0,0.0008416175842285156,0.0216522216796875,0.166748046875,0.8359375,2.3203125,4.58984375,7.15625,8.7890625,11.65625
5,2.69140625,1.0728836059570312e-06,22.25,inf,67325.0,0.0005016326904296875,0.020233154296875,0.132080078125,0.67626953125,1.9052734375,4.03515625,6.4296875,8.0390625,10.9140625
6,2.5703125,-0.0,22.171875,inf,66129.0,0.00017404556274414062,0.00556182861328125,0.045501708984375,0.485595703125,1.7587890625,3.86328125,6.390625,7.9453125,10.8984375
7,2.974609375,1.1920928955078125e-07,20.4375,inf,66866.0,0.0007872581481933594,0.0273284912109375,0.1551513671875,0.86767578125,2.28515625,4.44921875,6.79296875,8.2734375,11.1484375
8,2.90234375,1.7881393432617188e-06,21.71875,inf,72174.0,0.0007224082946777344,0.01690673828125,0.125,0.7255859375,2.12890625,4.39453125,6.8828125,8.375,11.3515625
9,2.853515625,3.933906555175781e-06,24.265625,inf,65988.0,0.0005984306335449219,0.0269775390625,0.1651611328125,0.77490234375,2.05078125,4.18359375,6.68359375,8.3046875,11.21875
10,2.498046875,-0.0,24.265625,inf,73311.0,8.672475814819336e-05,0.002765655517578125,0.01898193359375,0.375244140625,1.6044921875,3.75390625,6.3828125,8.0625,11.421875
11,2.931640625,1.1920928955078125e-07,20.984375,inf,69840.0,0.0005645751953125,0.00980377197265625,0.08673095703125,0.6806640625,2.08984375,4.44921875,6.99609375,8.609375,11.5625
12,3.541015625,5.364418029785156e-06,20.171875,inf,71706.0,0.001323699951171875,0.0311279296875,0.171875,0.97314453125,2.71875,5.4140625,8.15625,9.75,12.640625
13,2.734375,2.1457672119140625e-06,21.515625,inf,74443.0,0.00037384033203125,0.0099639892578125,0.0775146484375,0.59130859375,1.8740234375,4.0859375,6.62890625,8.3203125,11.546875
14,2.59375,1.1920928955078125e-07,20.609375,inf,66064.0,0.0008349418640136719,0.031951904296875,0.138427734375,0.65625,1.8974609375,3.92578125,6.1328125,7.67578125,10.5859375
15,2.734375,1.430511474609375e-06,22.28125,inf,70492.0,0.000335693359375,0.0205078125,0.1370849609375,0.666015625,1.90625,4.1015625,6.5703125,8.125,10.90625
16,3.05078125,1.1920928955078125e-06,21.6875,inf,68173.0,0.0005221366882324219,0.02398681640625,0.1605224609375,0.81640625,2.267578125,4.6484375,7.10546875,8.59375,11.7578125
17,2.76953125,3.5762786865234375e-07,22.5,inf,69595.0,0.0001404285430908203,0.00670623779296875,0.0758056640625,0.625,1.970703125,4.17578125,6.71484375,8.3984375,11.2109375
18,3.1875,2.7418136596679688e-06,24.390625,inf,72669.0,0.0005598068237304688,0.02716064453125,0.16015625,0.82275390625,2.34375,4.85546875,7.4140625,9.078125,11.984375
19,2.728515625,3.4570693969726562e-06,20.921875,inf,71575.0,0.0004954338073730469,0.01383209228515625,0.086181640625,0.5380859375,1.80078125,4.0703125,6.6640625,8.4765625,12.25
20,2.876953125,8.344650268554688e-07,21.796875,inf,71213.0,0.0003743171691894531,0.01409149169921875,0.11480712890625,0.66015625,1.982421875,4.2734375,7.03125,8.6640625,11.96875
21,2.7421875,1.0728836059570312e-06,20.53125,inf,77058.0,0.00033473968505859375,0.0082244873046875,0.0626220703125,0.50927734375,1.78125,4.125,6.8203125,8.625,12.5
22,3.513671875,7.987022399902344e-06,22.328125,inf,73371.0,0.0009889602661132812,0.04449462890625,0.247802734375,1.0390625,2.68359375,5.2734375,7.89453125,9.515625,13.1796875
23,3.26953125,6.794929504394531e-06,19.515625,inf,71978.0,0.0006074905395507812,0.0286865234375,0.205078125,0.91650390625,2.44921875,4.8203125,7.53125,9.3359375,12.34375
24,2.951171875,1.7881393432617188e-06,21.59375,inf,71926.0,0.0002434253692626953,0.00913238525390625,0.0997314453125,0.7431640625,2.140625,4.4609375,6.96875,8.671875,11.625
25,3.00390625,2.7418136596679688e-06,18.34375,inf,69834.0,0.0005474090576171875,0.0242462158203125,0.15771484375,0.81298828125,2.251953125,4.50390625,7.04296875,8.6640625,11.6015625
26,1.1572265625,-0.0,32.96875,inf,513957.0,1.8656253814697266e-05,8.320808410644531e-05,0.00020265579223632812,0.00107574462890625,0.04864501953125,1.623046875,3.474609375,4.7421875,9.7421875
27,3.05859375,1.9073486328125e-06,21.53125,inf,69484.0,0.0006184577941894531,0.024688720703125,0.135986328125,0.74365234375,2.181640625,4.69140625,7.3125,8.9921875,11.8828125
28,3.205078125,1.1920928955078125e-06,21.703125,inf,71398.0,0.0007619857788085938,0.032501220703125,0.2110595703125,0.9111328125,2.44140625,4.8359375,7.3671875,8.9296875,11.65625
29,3.05859375,4.887580871582031e-06,21.234375,inf,64148.0,0.000652313232421875,0.0236968994140625,0.154541015625,0.82666015625,2.26953125,4.59375,7.12890625,8.8359375,11.8125
30,3.068359375,1.1920928955078125e-07,22.5625,inf,69534.0,0.0004820823669433594,0.0144805908203125,0.1168212890625,0.77587890625,2.2890625,4.6328125,7.1953125,8.859375,11.921875
31,3.001953125,1.1920928955078125e-07,21.140625,inf,71548.0,0.0005931854248046875,0.0129852294921875,0.09661865234375,0.65185546875,2.15234375,4.6171875,7.203125,8.84375,11.8359375
32,3.052734375,3.4570693969726562e-06,22.171875,inf,67294.0,0.0007686614990234375,0.0226898193359375,0.1500244140625,0.78173828125,2.24609375,4.6015625,7.15234375,8.7734375,12.0625
33,2.859375,3.5762786865234375e-07,21.375,inf,71316.0,0.0003762245178222656,0.00794219970703125,0.075927734375,0.63671875,2.083984375,4.33984375,6.8046875,8.3125,11.3828125
34,2.951171875,2.384185791015625e-06,19.953125,inf,69618.0,0.0004093647003173828,0.01380157470703125,0.11181640625,0.74609375,2.134765625,4.48828125,7.0078125,8.640625,11.59375
35,2.986328125,1.1920928955078125e-06,17.90625,inf,67626.0,0.0010385513305664062,0.03900146484375,0.214111328125,0.87744140625,2.2578125,4.43359375,6.83984375,8.390625,11.3046875
36,3.412109375,9.5367431640625e-06,22.0,inf,67361.0,0.0013761520385742188,0.0826416015625,0.3017578125,1.119140625,2.76953125,5.1171875,7.39453125,8.8671875,11.5390625
37,2.69140625,5.125999450683594e-06,31.296875,inf,72921.0,0.0003123283386230469,0.00455474853515625,0.03912353515625,0.56005859375,1.921875,4.125,6.50390625,8.078125,11.0
38,2.900390625,9.5367431640625e-07,19.59375,inf,65279.0,0.0007534027099609375,0.0215911865234375,0.1336669921875,0.75390625,2.1171875,4.359375,6.8046875,8.328125,11.328125
39,3.9453125,5.125999450683594e-06,22.46875,inf,77750.0,0.001934051513671875,0.040283203125,0.22509765625,1.18359375,3.28515625,6.09375,8.734375,10.1328125,12.90625
40,2.9453125,2.0265579223632812e-06,22.0625,inf,77519.0,0.0002665519714355469,0.00994873046875,0.0748291015625,0.5458984375,1.90625,4.4921875,7.375,9.140625,12.984375
41,3.09765625,1.1920928955078125e-07,21.828125,inf,73541.0,0.00035858154296875,0.019805908203125,0.1575927734375,0.794921875,2.2734375,4.75,7.328125,8.890625,11.625
42,2.779296875,1.0728836059570312e-06,20.828125,inf,75679.0,0.00030612945556640625,0.006916046142578125,0.0615234375,0.546875,1.84765625,4.18359375,6.875,8.71875,12.4296875
43,2.640625,1.1920928955078125e-07,20.21875,inf,70572.0,0.0002911090850830078,0.01519775390625,0.100341796875,0.5830078125,1.82421875,3.96875,6.3671875,7.87109375,10.9296875
44,2.79296875,9.5367431640625e-07,19.375,inf,76871.0,0.0005464553833007812,0.008453369140625,0.067626953125,0.5263671875,1.8623046875,4.3125,6.9375,8.5625,12.09375
